Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Career
23,Female,B.Tech,Civil,7.5,0,3,2,7,84,7,1,1,Data Analyst
18,Male,B.Tech,CSE,6.18,1,5,9,7,60,4,3,2,Full Stack Developer
18,Female,MCA,Civil,6.64,1,3,4,5,67,7,1,1,Full Stack Developer
22,Male,B.Tech,ECE,9.19,1,5,6,6,87,6,2,0,Software Engineer
23,Male,MCA,CSE,6.34,2,4,6,3,58,6,2,3,Software Engineer
24,Female,B.Tech,IT,5.32,0,3,6,4,55,7,2,1,Software Engineer
24,Male,MCA,ECE,7.08,1,4,6,6,78,6,2,2,Software Engineer
22,Male,B.Sc,Civil,5.76,0,2,2,7,70,6,1,1,Data Analyst
21,Male,B.Tech,CSE,7.09,0,4,5,7,74,4,2,0,Software Engineer
23,Female,BCA,Civil,7.14,0,3,4,7,91,6,2,0,Data Analyst
21,Female,MCA,ME,6.32,1,3,4,5,81,4,2,2,Full Stack Developer
21,Female,B.Tech,IT,8.74,2,5,8,6,93,5,3,0,Machine Learning Engineer
20,Female,B.Sc,IT,8.34,3,5,7,6,88,5,2,0,Backend Developer
22,Male,MCA,IT,7.29,1,5,8,7,78,5,2,0,Full Stack Developer
19,Female,B.Tech,CSE,6.38,1,4,7,7,65,6,2,2,Backend Developer
23,Male,B.Tech,CSE,6.49,2,3,5,5,67,5,2,1,Software Engineer
24,Female,B.Tech,ME,6.57,0,3,4,8,49,7,1,0,Data Analyst
20,Male,BCA,IT,7.67,1,4,6,3,80,3,2,2,Software Engineer
18,Female,BCA,Civil,7.14,0,3,3,6,64,6,1,1,Full Stack Developer
21,Female,B.Sc,ECE,7.33,0,3,4,5,95,5,2,0,Backend Developer
21,Female,MCA,IT,7.48,3,4,7,6,79,6,2,1,Backend Developer
23,Male,B.Sc,Civil,8.11,1,4,5,5,98,8,2,0,Data Analyst
19,Male,B.Tech,Civil,7.5,1,4,5,5,89,5,2,0,Data Analyst
21,Male,B.Sc,ECE,6.34,1,3,3,5,79,5,1,1,Backend Developer
23,Male,B.Sc,ECE,6.71,0,4,6,7,69,4,2,0,Software Engineer
18,Female,MCA,CSE,6.8,0,3,3,2,57,4,1,2,Software Engineer
21,Male,BCA,CSE,5.46,0,3,4,7,64,6,1,1,Software Engineer
22,Male,BCA,ECE,7.3,0,3,4,5,67,4,1,2,Backend Developer
21,Female,MCA,IT,7.26,0,4,5,5,55,4,1,0,Software Engineer
22,Male,B.Tech,ME,7.8,1,3,3,1,81,4,1,2,Data Analyst
19,Male,B.Tech,Civil,7.42,0,3,4,6,70,4,1,0,Data Analyst
19,Male,B.Tech,CSE,6.53,0,4,8,6,54,5,2,1,Backend Developer
20,Female,B.Tech,ME,6.5,0,4,6,7,63,5,2,0,Software Engineer
20,Male,B.Tech,ME,9.09,0,5,6,5,97,4,2,0,Software Engineer
19,Male,MCA,Civil,7.18,0,3,3,2,69,6,1,1,Full Stack Developer
23,Male,B.Tech,CSE,8.84,1,5,7,2,100,7,3,0,Software Engineer
20,Female,MCA,ECE,6.09,0,3,4,5,64,7,1,1,Backend Developer
23,Female,B.Tech,ECE,8.15,0,4,6,4,100,5,2,0,Software Engineer
21,Female,B.Tech,IT,9.34,2,5,8,4,95,6,3,0,Machine Learning Engineer
22,Female,B.Sc,IT,6.19,1,3,4,5,86,6,2,1,Software Engineer
21,Male,B.Sc,IT,7.56,1,4,6,6,66,7,2,0,Software Engineer
19,Female,BCA,IT,6.35,0,4,6,7,62,5,2,3,Software Engineer
24,Female,B.Sc,ECE,6.95,0,3,5,6,61,6,2,0,Backend Developer
22,Male,MCA,Civil,7.28,0,4,6,6,72,4,2,1,Software Engineer
21,Male,B.Sc,CSE,6.07,1,4,6,7,71,7,2,1,Frontend Developer
24,Male,B.Tech,ME,7.38,2,4,5,4,78,6,2,0,Data Analyst
21,Female,BCA,Civil,5.84,0,3,4,4,49,5,1,1,Full Stack Developer
20,Male,BCA,ECE,7.57,3,4,7,5,90,5,2,0,Backend Developer
18,Female,B.Sc,ME,6.27,1,4,6,6,86,6,2,2,Data Analyst
19,Female,MCA,IT,7.53,3,5,9,7,96,4,3,0,Full Stack Developer
20,Male,BCA,ECE,8.02,0,4,6,3,85,6,2,0,Software Engineer
23,Male,MCA,ECE,5.25,0,2,3,5,56,2,1,3,Backend Developer
20,Female,BCA,ECE,7.76,0,3,4,4,75,2,1,0,Backend Developer
19,Male,B.Tech,IT,7.57,3,5,8,5,70,6,2,0,Backend Developer
18,Male,B.Tech,Civil,6.11,1,3,4,7,65,6,1,2,Data Analyst
24,Male,B.Sc,CSE,7.28,0,3,4,7,79,5,1,0,Data Analyst
19,Male,B.Tech,CSE,5.94,0,3,5,5,46,5,1,1,Software Engineer
20,Male,B.Tech,IT,7.87,1,4,7,7,68,5,2,1,Backend Developer
19,Male,B.Tech,Civil,7.61,0,4,6,5,62,6,2,1,Software Engineer
22,Female,MCA,CSE,6.33,1,4,8,7,100,8,3,2,Full Stack Developer
23,Female,BCA,Civil,4.81,0,2,2,5,49,8,1,3,Full Stack Developer
18,Female,MCA,ECE,8.13,1,5,8,5,76,6,2,0,Machine Learning Engineer
22,Male,B.Sc,ECE,7.34,1,3,3,5,82,5,1,0,Backend Developer
21,Male,B.Tech,CSE,8.12,1,6,10,5,81,6,3,0,Machine Learning Engineer
24,Female,BCA,ECE,7.76,0,4,6,6,86,7,2,0,Software Engineer
19,Female,B.Tech,ME,8.16,2,4,6,6,74,6,2,0,Software Engineer
24,Female,BCA,ECE,6.24,1,3,5,5,48,5,1,1,Backend Developer
24,Female,MCA,ME,4.9,0,1,1,6,58,6,0,3,Full Stack Developer
20,Female,MCA,Civil,7.12,1,3,3,8,66,3,1,0,Full Stack Developer
23,Male,MCA,CSE,6.19,0,3,4,8,74,5,1,3,Software Engineer
21,Male,B.Sc,Civil,6.43,0,3,3,4,66,6,1,3,Data Analyst
22,Female,MCA,CSE,5.46,0,3,5,7,49,5,1,3,Software Engineer
23,Female,B.Sc,CSE,7.88,2,5,9,6,89,3,3,0,Backend Developer
19,Male,B.Tech,ME,6.43,0,3,4,4,70,4,1,3,Data Analyst
21,Male,B.Sc,Civil,5.8,1,2,1,5,68,4,1,2,Data Analyst
21,Female,B.Sc,CSE,9.23,1,6,10,4,89,5,3,0,Software Engineer
20,Male,B.Tech,ME,5.51,1,2,3,3,58,4,1,2,Data Analyst
19,Female,BCA,ECE,7.92,0,4,5,3,71,5,2,0,Backend Developer
23,Female,B.Sc,IT,6.28,0,4,6,3,50,4,2,1,Software Engineer
22,Male,B.Tech,IT,6.49,1,4,8,3,72,5,2,3,Software Engineer
18,Male,MCA,ME,8.13,1,5,7,6,100,7,3,0,Software Engineer
23,Female,B.Sc,Civil,7.31,1,4,5,5,65,5,2,2,Data Analyst
18,Male,B.Tech,CSE,4.74,0,1,1,4,44,6,0,1,Software Engineer
19,Male,B.Sc,ECE,7.52,0,3,3,5,66,7,1,0,Backend Developer
24,Male,MCA,ECE,6.67,1,4,6,5,54,7,2,0,Software Engineer
19,Female,MCA,IT,7.42,1,4,7,5,56,5,2,0,Backend Developer
21,Male,B.Sc,CSE,6.07,0,3,4,6,60,6,1,1,Software Engineer
19,Male,BCA,ECE,6.29,0,4,6,5,69,4,2,3,Backend Developer
21,Female,B.Sc,ECE,6.69,0,3,5,6,67,3,2,0,Backend Developer
19,Female,BCA,ECE,7.85,0,4,6,4,74,5,2,0,Software Engineer
20,Male,B.Tech,Civil,6.67,0,3,3,5,57,6,1,0,Data Analyst
20,Female,BCA,IT,6.12,0,3,5,9,64,5,2,3,Software Engineer
21,Male,B.Sc,Civil,6.4,0,3,4,4,59,4,1,3,Data Analyst
20,Female,B.Tech,ME,6.67,0,3,4,6,86,6,2,0,Data Analyst
24,Female,B.Sc,IT,8.55,2,5,8,6,96,6,3,0,Backend Developer
18,Female,B.Tech,ME,6.47,0,3,4,5,71,5,1,2,Data Analyst
22,Male,MCA,ECE,6.26,0,3,4,5,57,5,1,2,Backend Developer
18,Female,BCA,IT,6.45,0,3,5,7,56,5,1,1,Software Engineer
22,Male,MCA,ME,6.83,0,3,4,6,49,5,1,0,Full Stack Developer
22,Male,BCA,Civil,5.68,1,2,1,5,53,6,0,2,Full Stack Developer
22,Male,B.Sc,IT,8.74,1,5,7,5,75,5,2,1,Backend Developer
18,Female,B.Sc,ECE,6.69,1,4,6,7,67,6,2,1,Frontend Developer
24,Male,BCA,IT,8.19,1,5,7,8,88,6,2,0,Backend Developer
24,Female,MCA,Civil,5.26,0,3,4,8,49,6,1,2,Full Stack Developer
23,Male,B.Sc,CSE,7.33,1,5,8,4,74,5,2,0,Software Engineer
18,Female,BCA,ECE,6.26,2,4,7,7,66,5,2,3,Backend Developer
21,Male,B.Tech,IT,6.76,0,3,4,7,68,6,1,1,Software Engineer
21,Female,BCA,ECE,8.22,0,4,5,5,74,5,2,0,Backend Developer
22,Male,B.Tech,ME,8.3,1,5,7,7,100,6,3,0,Frontend Developer
19,Male,B.Tech,IT,6.72,0,4,6,6,67,4,2,1,Software Engineer
19,Male,BCA,IT,7.58,1,5,8,5,76,4,2,0,Backend Developer
19,Male,B.Tech,IT,7.3,1,5,9,6,87,7,3,0,Backend Developer
21,Male,B.Tech,ECE,7.14,1,4,5,8,82,7,2,2,Frontend Developer
19,Female,MCA,ME,6.99,1,3,5,7,66,5,2,0,Frontend Developer
19,Male,BCA,ME,6.82,1,4,7,3,56,8,2,0,Software Engineer
20,Male,MCA,ECE,6.7,0,4,6,6,69,5,2,0,Software Engineer
20,Female,MCA,ECE,8.49,0,4,6,7,93,5,2,0,Data Analyst
22,Male,B.Tech,ME,6.09,0,3,5,5,85,3,2,3,Data Analyst
23,Male,MCA,ECE,6.56,0,3,4,6,69,5,1,0,Backend Developer
24,Male,B.Tech,ME,6.18,0,3,4,7,72,6,1,2,Data Analyst
22,Female,B.Sc,ME,6.79,0,4,7,6,77,6,2,0,Software Engineer
24,Female,B.Tech,ME,7.91,0,4,6,6,83,7,2,0,Software Engineer
20,Male,B.Sc,ECE,9.2,1,6,9,5,93,6,3,0,Backend Developer
23,Female,B.Sc,CSE,7.7,2,5,10,2,69,7,3,0,Software Engineer
18,Female,B.Tech,ME,7.04,2,4,7,6,55,6,2,0,Software Engineer
21,Female,MCA,Civil,6.39,1,3,3,5,54,4,1,1,Full Stack Developer
23,Male,B.Sc,ME,6.93,0,4,6,7,59,6,2,2,Software Engineer
22,Female,MCA,IT,6.01,1,3,3,7,59,7,1,1,Software Engineer
24,Male,BCA,ECE,6.83,0,3,5,4,86,5,2,0,Backend Developer
18,Male,B.Tech,ECE,6.58,1,4,7,3,55,7,2,0,Software Engineer
23,Female,B.Sc,IT,5.62,1,2,2,8,59,6,1,2,Software Engineer
21,Female,BCA,ECE,4.93,0,2,3,7,35,7,1,1,Backend Developer
21,Female,MCA,Civil,6.6,0,3,3,7,78,5,1,1,Full Stack Developer
20,Female,B.Tech,CSE,6.38,0,4,7,6,60,8,2,2,Backend Developer
23,Male,BCA,ECE,6.01,0,3,4,4,53,7,1,1,Backend Developer
18,Female,B.Tech,CSE,6.48,0,3,4,5,70,7,1,2,Software Engineer
21,Male,B.Sc,ECE,5.72,1,3,5,6,53,5,1,2,Backend Developer
22,Female,MCA,Civil,7.65,0,3,4,5,82,5,2,0,Full Stack Developer
24,Male,B.Tech,Civil,6.33,0,3,4,4,54,6,1,3,Data Analyst
19,Female,MCA,IT,7.44,1,4,7,4,72,6,2,0,Software Engineer
22,Female,B.Sc,IT,5.77,2,3,5,6,60,6,2,1,Software Engineer
20,Female,B.Sc,ME,6.74,0,2,2,5,75,5,1,1,Data Analyst
24,Female,B.Tech,IT,7.57,1,4,7,6,68,8,2,0,Backend Developer
18,Male,BCA,Civil,5.5,0,2,2,8,44,5,1,1,Full Stack Developer
18,Male,MCA,CSE,7.2,1,5,8,4,77,5,2,0,Software Engineer
19,Female,B.Sc,IT,8.08,1,5,7,5,85,5,2,1,Backend Developer
21,Female,B.Tech,Civil,7.64,1,3,4,4,68,4,1,0,Data Analyst
19,Female,B.Sc,IT,7.21,0,4,6,5,77,4,2,0,Software Engineer
23,Female,BCA,ECE,6.98,0,4,7,6,81,6,2,0,Backend Developer
24,Female,BCA,IT,6.47,0,4,7,7,50,6,2,1,Backend Developer
22,Male,B.Sc,IT,5.98,0,3,6,5,61,3,2,2,Software Engineer
19,Male,BCA,CSE,7.66,3,5,9,6,80,7,3,1,Backend Developer
24,Male,BCA,CSE,6.96,1,5,9,5,59,6,2,0,Backend Developer
22,Male,MCA,CSE,6.63,2,5,9,7,62,5,3,0,Full Stack Developer
21,Female,B.Sc,Civil,4.5,0,2,3,2,36,8,1,3,Data Analyst
20,Male,MCA,ECE,8.64,0,4,6,4,78,7,2,1,Software Engineer
24,Male,B.Sc,ECE,7.56,3,4,7,6,86,5,2,0,Backend Developer
19,Male,B.Sc,ECE,7.66,1,5,8,3,57,7,2,0,Software Engineer
23,Male,B.Tech,Civil,8.38,2,4,5,3,90,4,2,0,Data Analyst
22,Female,B.Tech,ME,7.54,1,4,6,7,69,6,2,0,Frontend Developer
22,Female,B.Tech,ECE,7.43,2,4,7,6,85,5,2,0,Backend Developer
22,Male,MCA,IT,7.69,2,4,5,5,69,7,2,0,Software Engineer
22,Female,BCA,CSE,6.35,0,4,6,5,56,5,2,2,Software Engineer
24,Female,MCA,ME,8.24,2,4,6,5,90,5,2,0,Software Engineer
23,Female,B.Sc,Civil,9.49,1,5,6,6,84,5,2,0,Software Engineer
21,Male,BCA,Civil,6.55,0,3,3,3,72,5,1,1,Full Stack Developer
19,Male,BCA,ECE,7.59,1,4,5,8,92,7,2,1,Frontend Developer
23,Female,BCA,CSE,7.51,0,4,6,6,87,5,2,0,Software Engineer
23,Male,B.Sc,CSE,5.77,1,4,9,4,61,6,3,2,Software Engineer
21,Female,B.Sc,IT,6.09,2,4,6,4,47,5,2,2,Software Engineer
22,Female,BCA,Civil,7.17,1,4,6,5,82,5,2,2,Software Engineer
22,Male,BCA,ECE,6.65,0,4,6,6,71,6,2,0,Software Engineer
24,Male,B.Sc,IT,7.76,1,4,7,5,64,5,2,1,Backend Developer
22,Male,BCA,ME,5.89,0,3,5,6,56,4,1,2,Full Stack Developer
19,Male,MCA,IT,6.45,0,3,5,6,54,7,1,1,Software Engineer
23,Female,MCA,ECE,7.0,1,4,5,4,78,4,2,1,Backend Developer
21,Male,B.Tech,ME,7.43,0,4,5,10,82,5,2,0,Data Analyst
24,Female,MCA,CSE,7.71,1,5,8,5,89,3,3,0,Backend Developer
21,Male,B.Sc,ECE,6.82,2,4,8,2,73,8,2,0,Software Engineer
24,Male,MCA,IT,7.29,1,4,6,6,64,7,2,2,Software Engineer
21,Male,BCA,Civil,6.06,0,4,6,9,52,5,2,1,Full Stack Developer
19,Female,BCA,CSE,7.4,1,5,8,6,74,6,2,0,Backend Developer
20,Male,BCA,ME,6.32,1,3,4,7,66,4,1,2,Full Stack Developer
23,Female,MCA,Civil,6.74,1,3,4,6,72,4,1,0,Full Stack Developer
21,Female,MCA,Civil,7.71,1,4,5,4,88,4,2,0,Full Stack Developer
21,Female,B.Tech,CSE,7.23,1,5,10,5,64,4,3,1,Backend Developer
22,Male,B.Tech,CSE,9.07,1,4,5,6,96,6,2,0,Software Engineer
18,Female,BCA,CSE,6.34,1,4,6,6,77,3,2,2,Software Engineer
23,Female,B.Sc,Civil,7.76,0,3,4,8,77,6,1,0,Data Analyst
24,Female,B.Sc,ECE,5.48,0,2,2,5,56,7,1,1,Backend Developer
19,Male,BCA,ME,7.63,1,3,4,4,60,4,1,0,Full Stack Developer
24,Male,BCA,CSE,5.95,0,3,5,4,77,6,2,1,Software Engineer
22,Male,BCA,CSE,5.69,0,4,7,6,48,6,2,2,Backend Developer
24,Female,B.Tech,CSE,8.79,3,6,10,6,96,4,3,1,Machine Learning Engineer
22,Male,B.Sc,ECE,7.47,0,4,5,7,83,8,2,0,Data Analyst
22,Female,MCA,Civil,7.19,1,4,7,5,62,6,2,0,Software Engineer
19,Female,MCA,IT,6.08,1,4,6,8,71,8,2,2,Frontend Developer
18,Male,MCA,ME,6.83,0,3,5,7,76,4,2,0,Full Stack Developer
24,Male,B.Tech,ECE,6.45,0,4,7,6,73,4,2,3,Backend Developer
19,Male,B.Tech,Civil,7.95,1,4,6,6,88,4,2,2,Software Engineer
22,Male,B.Tech,Civil,7.7,0,3,4,6,73,6,1,0,Data Analyst
21,Female,BCA,ECE,9.62,2,6,9,3,96,3,3,0,Machine Learning Engineer
18,Female,B.Tech,ECE,8.08,1,5,7,7,74,7,2,0,Backend Developer
24,Male,B.Sc,IT,6.92,0,4,6,5,87,4,2,2,Software Engineer
24,Male,MCA,IT,6.35,1,4,6,5,70,4,2,1,Software Engineer
23,Male,MCA,ECE,7.46,1,4,7,5,76,6,2,0,Backend Developer
24,Female,B.Sc,CSE,8.12,1,6,10,6,94,5,3,0,Backend Developer
19,Female,B.Sc,ECE,7.26,2,4,5,6,74,4,2,0,Backend Developer
22,Male,B.Sc,ECE,7.3,0,4,6,5,76,7,2,2,Software Engineer
23,Male,BCA,CSE,7.84,1,5,8,4,70,6,2,0,Software Engineer
22,Female,MCA,ECE,6.41,2,3,5,7,59,5,1,2,Frontend Developer
21,Male,B.Tech,IT,6.44,0,3,5,5,70,7,2,1,Software Engineer
21,Male,BCA,ME,6.98,1,3,5,4,70,7,2,1,Full Stack Developer
21,Male,B.Sc,IT,8.65,1,6,10,8,60,6,3,0,Full Stack Developer
22,Female,B.Tech,ME,7.04,0,3,4,8,67,7,1,0,Data Analyst
23,Female,BCA,CSE,6.53,0,4,8,9,66,5,2,0,Full Stack Developer
18,Female,MCA,IT,7.07,2,5,10,5,62,2,3,2,Backend Developer
22,Female,BCA,IT,5.3,1,2,2,8,48,5,1,2,Software Engineer
18,Male,B.Tech,ECE,5.5,0,3,4,7,53,5,1,1,Backend Developer
18,Female,BCA,Civil,6.94,1,3,4,4,51,6,1,2,Full Stack Developer
18,Male,MCA,ME,4.5,0,2,2,6,35,7,0,3,Full Stack Developer
22,Female,B.Sc,Civil,6.6,1,4,6,5,64,7,2,0,Software Engineer
19,Male,MCA,ECE,6.91,0,5,9,4,78,6,3,1,Software Engineer
24,Male,MCA,ECE,7.09,2,5,8,5,60,7,2,0,Backend Developer
18,Female,B.Tech,ME,6.09,0,2,2,4,52,4,1,2,Data Analyst
19,Female,B.Tech,CSE,6.98,0,5,9,5,59,5,2,1,Backend Developer
18,Female,MCA,CSE,6.67,2,4,8,6,58,3,2,0,Backend Developer
20,Male,B.Sc,ECE,7.29,1,5,8,6,58,6,2,0,Backend Developer
19,Male,BCA,Civil,5.82,0,2,2,6,49,6,1,1,Full Stack Developer
22,Male,B.Sc,ECE,6.28,1,4,7,5,59,6,2,3,Backend Developer
18,Female,MCA,ECE,6.02,0,3,3,7,53,7,1,1,Backend Developer
24,Female,BCA,Civil,7.74,0,4,5,7,62,6,2,0,Full Stack Developer
19,Female,B.Tech,ECE,7.69,0,4,5,6,80,6,2,1,Backend Developer
18,Female,B.Sc,ECE,6.65,0,3,5,6,48,7,1,1,Backend Developer
19,Male,BCA,IT,6.43,2,4,6,7,81,3,2,2,Frontend Developer
21,Female,B.Sc,IT,7.89,2,4,7,7,85,7,2,1,Backend Developer
22,Female,B.Tech,CSE,7.67,2,5,8,4,65,7,2,0,Software Engineer
24,Female,B.Sc,ECE,7.36,0,4,5,5,80,7,2,0,Backend Developer
19,Female,MCA,ECE,6.04,0,4,6,2,50,6,2,1,Backend Developer
19,Male,B.Sc,Civil,9.22,1,5,8,4,100,6,3,0,Software Engineer
23,Male,B.Tech,CSE,5.86,0,3,6,7,64,7,2,3,Software Engineer
23,Male,BCA,Civil,7.11,0,3,4,6,69,4,1,0,Full Stack Developer
18,Female,B.Sc,ME,8.33,1,5,7,6,89,4,2,1,Software Engineer
19,Male,BCA,Civil,8.96,1,5,7,3,69,5,2,0,Software Engineer
23,Female,BCA,Civil,6.87,0,3,5,5,59,5,1,0,Full Stack Developer
23,Male,BCA,Civil,7.9,3,4,7,5,76,5,2,2,Software Engineer
21,Female,MCA,CSE,7.88,2,5,8,5,70,5,2,2,Backend Developer
20,Male,BCA,CSE,8.89,2,5,8,3,100,5,3,0,Machine Learning Engineer
20,Male,B.Tech,IT,5.44,1,4,7,4,38,5,2,2,Software Engineer
22,Female,BCA,ME,6.18,2,4,6,4,44,6,2,1,Full Stack Developer
18,Male,MCA,IT,7.31,2,4,7,6,80,7,2,0,Backend Developer
23,Female,B.Tech,Civil,8.03,1,5,7,5,93,7,2,0,Software Engineer
20,Female,BCA,IT,7.51,2,4,7,5,59,7,2,2,Backend Developer
23,Female,MCA,Civil,6.56,1,4,6,6,72,5,2,1,Software Engineer
22,Female,MCA,ECE,7.88,1,4,7,4,86,3,2,1,Software Engineer
19,Female,BCA,IT,8.45,3,5,9,7,100,5,3,1,Machine Learning Engineer
23,Male,MCA,ECE,6.06,0,3,3,5,84,7,1,1,Backend Developer
23,Male,MCA,Civil,6.11,2,3,5,4,44,7,1,1,Full Stack Developer
21,Female,B.Tech,IT,8.51,1,5,7,8,100,6,3,0,Backend Developer
18,Female,B.Sc,Civil,4.5,0,2,3,7,48,5,1,3,Data Analyst
20,Male,BCA,IT,6.03,0,3,4,5,50,5,1,1,Software Engineer
22,Female,BCA,Civil,7.11,0,3,3,5,59,6,1,0,Full Stack Developer
23,Female,B.Tech,IT,8.1,3,5,7,7,85,4,2,0,Backend Developer
19,Female,B.Tech,IT,6.14,0,3,5,6,74,4,2,2,Software Engineer
24,Male,MCA,CSE,8.24,1,5,9,3,80,5,3,0,Machine Learning Engineer
18,Female,B.Sc,ME,7.65,0,3,2,4,71,5,1,0,Data Analyst
24,Male,B.Sc,IT,7.34,0,3,4,2,69,5,1,2,Software Engineer
20,Female,BCA,IT,6.92,0,4,8,5,42,4,2,0,Backend Developer
23,Female,B.Tech,Civil,8.18,0,4,4,5,91,2,2,0,Data Analyst
18,Male,B.Sc,Civil,6.48,0,4,6,5,66,6,2,3,Data Analyst
18,Male,BCA,IT,7.65,1,4,7,6,90,4,2,0,Backend Developer
19,Male,B.Sc,CSE,7.0,1,5,8,4,67,3,2,0,Software Engineer
21,Male,B.Sc,ME,5.47,0,3,4,3,58,3,1,1,Data Analyst
22,Female,MCA,ECE,5.8,0,3,5,5,53,6,1,2,Backend Developer
18,Female,MCA,Civil,7.31,0,3,4,7,83,4,2,0,Data Analyst
23,Female,MCA,ME,7.72,0,3,3,5,64,4,1,1,Full Stack Developer
21,Female,B.Tech,IT,5.45,0,3,4,5,46,6,1,2,Software Engineer
23,Female,B.Tech,CSE,6.84,2,5,9,5,65,4,3,0,Backend Developer
19,Female,B.Sc,ECE,7.0,1,4,6,6,68,6,2,1,Software Engineer
22,Male,B.Tech,Civil,7.43,0,3,3,5,60,5,1,1,Data Analyst
22,Male,B.Sc,IT,6.06,0,4,6,6,66,7,2,3,Software Engineer
19,Female,B.Sc,ECE,7.05,0,4,5,7,75,5,2,0,Data Analyst
19,Male,BCA,ME,8.5,1,4,5,8,82,5,2,0,Frontend Developer
22,Male,MCA,CSE,6.63,1,4,8,7,61,5,2,1,Full Stack Developer
22,Male,B.Sc,ECE,7.23,0,4,6,5,79,6,2,0,Software Engineer
19,Male,B.Tech,ME,7.67,1,3,4,5,62,7,1,2,Data Analyst
23,Male,B.Sc,CSE,6.51,0,3,5,5,55,6,1,0,Software Engineer
20,Male,BCA,Civil,6.12,0,3,4,8,52,5,1,1,Full Stack Developer
24,Male,B.Tech,CSE,8.19,2,5,8,6,75,6,2,0,Machine Learning Engineer
20,Male,BCA,CSE,7.59,1,4,7,4,69,8,2,0,Software Engineer
21,Female,BCA,IT,8.39,1,4,6,6,75,7,2,0,Software Engineer
23,Male,B.Sc,CSE,7.34,2,5,8,6,56,5,2,0,Backend Developer
23,Female,B.Tech,ME,6.81,0,3,4,3,69,6,1,0,Data Analyst
18,Male,B.Tech,Civil,7.94,1,4,5,7,74,5,2,0,Frontend Developer
20,Female,B.Tech,IT,6.84,1,3,5,6,55,6,1,1,Software Engineer
18,Male,B.Sc,IT,7.15,1,4,7,7,85,6,2,0,Backend Developer
18,Female,B.Sc,Civil,7.66,1,4,6,4,78,5,2,1,Software Engineer
23,Female,MCA,ME,5.91,0,3,5,8,49,6,1,1,Full Stack Developer
21,Female,B.Tech,CSE,5.69,2,4,8,5,58,5,2,2,Backend Developer
23,Male,B.Tech,CSE,6.18,0,4,7,6,45,5,2,2,Backend Developer
21,Male,B.Sc,Civil,6.84,0,2,2,3,72,7,1,0,Data Analyst
24,Female,B.Tech,CSE,6.76,1,4,8,3,59,6,2,0,Software Engineer
23,Female,B.Sc,CSE,6.74,1,4,6,6,59,6,2,0,Software Engineer
20,Female,B.Sc,IT,5.43,0,2,2,4,43,7,1,3,Software Engineer
24,Female,B.Tech,Civil,7.34,1,4,5,6,91,6,2,0,Data Analyst
18,Male,B.Tech,IT,7.33,2,4,6,5,95,7,2,0,Software Engineer
23,Female,MCA,IT,7.58,1,5,8,5,85,5,3,0,Backend Developer
24,Female,B.Tech,IT,6.02,2,5,9,5,49,5,2,2,Backend Developer
21,Female,B.Tech,ECE,6.7,0,3,5,2,74,4,2,1,Backend Developer
23,Female,B.Tech,CSE,7.72,1,5,8,4,75,6,2,0,Software Engineer
19,Male,B.Tech,CSE,8.04,3,5,7,8,82,6,2,0,Backend Developer
18,Female,MCA,ME,7.27,2,4,7,7,61,6,2,1,Frontend Developer
23,Male,MCA,IT,6.39,0,4,6,8,54,7,2,1,Software Engineer
18,Male,MCA,CSE,8.05,1,5,9,5,81,5,3,1,Machine Learning Engineer
21,Male,B.Tech,ME,6.97,1,4,6,7,55,6,2,2,Frontend Developer
18,Male,B.Sc,IT,7.4,3,4,7,5,84,5,2,0,Backend Developer
18,Female,BCA,ECE,8.29,1,5,9,6,87,6,3,1,Machine Learning Engineer
24,Male,BCA,Civil,6.47,0,3,3,7,66,6,1,2,Full Stack Developer
21,Male,B.Tech,Civil,6.07,0,3,4,5,59,6,1,2,Data Analyst
21,Female,B.Tech,ECE,5.52,0,2,3,5,58,6,1,1,Backend Developer
22,Male,MCA,CSE,6.9,1,4,7,4,70,5,2,0,Software Engineer
24,Male,B.Tech,IT,7.43,1,5,8,7,65,6,2,0,Full Stack Developer
18,Male,BCA,ME,8.34,1,4,6,6,68,4,2,1,Software Engineer
24,Female,BCA,IT,4.93,0,3,5,5,52,6,1,1,Software Engineer
24,Male,MCA,ME,7.01,2,4,7,8,78,7,2,1,Frontend Developer
23,Male,B.Sc,IT,5.65,1,3,5,6,64,6,2,2,Software Engineer
22,Female,B.Sc,IT,8.09,2,5,8,7,66,8,2,0,Full Stack Developer
22,Female,B.Tech,ME,6.09,0,3,4,4,43,6,1,3,Data Analyst
20,Male,MCA,IT,4.66,0,3,5,4,35,8,1,2,Software Engineer
22,Male,MCA,ME,7.89,2,4,7,5,85,6,2,0,Software Engineer
21,Female,B.Sc,Civil,5.13,0,2,2,4,52,5,1,2,Data Analyst
21,Male,MCA,ME,4.61,0,2,4,10,53,4,1,2,Full Stack Developer
19,Male,MCA,CSE,6.03,0,4,8,6,59,6,2,1,Backend Developer
18,Male,B.Sc,ECE,8.1,3,5,7,2,86,6,2,0,Software Engineer
22,Female,MCA,Civil,5.89,0,3,4,6,65,5,1,3,Full Stack Developer
18,Female,BCA,IT,6.16,0,3,4,5,71,5,1,2,Software Engineer
22,Male,BCA,Civil,7.73,2,5,8,3,63,5,2,2,Software Engineer
19,Female,MCA,ME,7.17,3,5,8,5,84,6,3,0,Software Engineer
